,headlines,text,source,link
18653,Cong wants full freedom for those insulting India: PM Modi,"PM Narendra Modi on Wednesday alleged that by promising to revoke sedition law and Armed Forces Special Powers Act (AFSPA), ""Congress wants 'tukde-tukde' gang, who insulted India...be given full freedom."" ""They're openly talking about freedom for stone-pelters and terrorism supporters,"" he added. The PM also said this promise will take away the security of army personnel posted in sensitive areas.",ANI,https://www.aninews.in/news/national/politics/congress-wants-to-give-full-freedom-to-stone-pelters-those-who-support-terrorism-pm-modi20190508141847/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18654,"My inspiration, friend, brother, legend: Hardik on pic with Dhoni","MI all-rounder Hardik Pandya took to Twitter on Wednesday to share a picture of himself shaking hands with CSK captain MS Dhoni following the IPL 2019 Qualifier 1, which MI won by six wickets. ""My inspiration, my friend, my brother, my legend,"" Hardik captioned the picture. MI have now won four consecutive matches against CSK.",CricTracker,https://www.crictracker.com/friend-brother-and-legend-hardik-pandya-in-complete-awe-of-ms-dhoni/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18655,Kejriwal not such a big leader that BJP needs to bother: Gambhir,"After Delhi CM Arvind Kejriwal accused the BJP for attack on him, BJP's East Delhi candidate Gautam Gambhir has said the AAP chief is not such a big leader that BJP needs to think about him. After being slapped during a roadshow on Saturday, Kejriwal said, ""Delhi's the only place where CM's security is in hands of an opposition party"".",Twitter,https://twitter.com/BJP4Delhi/status/1125697222450880512?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18656,Velocity defeat Trailblazers despite losing 5 wickets for 0 runs,"Mithali Raj-led Velocity defeated Smriti Mandhana-led Trailblazers by three wickets despite going from 111/2 to 111/7 during their run chase of 113 runs in the Women's T20 Challenge's second match. Trailblazers spinner Deepti Sharma registered bowling figures of 4-0-14-4, while Velocity's Danielle Wyatt top-scored with 46 runs off 35 balls. Velocity will next face Supernovas on May 9.",IPLT20,https://www.iplt20.com/match/women/2019/02?tab=scorecard&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18657,Apple may open its 1st India retail store in Mumbai: Report,"Apple has reportedly zeroed in on several upscale locations in Mumbai to open its first retail store in the country. The iPhone maker reportedly plans to make a final decision in the next few weeks. Earlier, Apple was unable to open India retail stores as it didn't meet certain local sourcing norms set by the government, the report added.",Livemint,https://www.livemint.com/companies/news/apple-finalises-list-of-locations-for-its-first-retail-store-in-india-report-1557304161537.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18658,Mumbai's Wadhwani AI to receive $2 million Google grant,Mumbai-based Wadhwani Institute for AI is among 20 organisations that will share $25-million grants from Google.org under Google AI Impact Challenge. Wadhwani AI will receive $2 million to create technologies that will help reduce crop losses in cotton farming via integrated pest management. Grantees will go to San Francisco next week for a six-month programme run by Google Developers Launchpad.,YourStory,https://yourstory.com/2019/05/google-artificial-intelligence-grant-wadhwani-institute?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18659,Google Assistant drops need to say 'Hey Google' repeatedly,"Google, in its 2019 I/O developers conference, announced its AI-based Assistant is now up to 10 times faster, adding it no longer requires users to repeatedly say 'Hey Google' to perform multiple tasks. Google has also added new Assistant shortcuts for health, finance, food and ridesharing. Users will now be able to directly order food or book cabs via Assistant.",Hindustan Times,https://www.hindustantimes.com/tech/google-assistant-is-now-10-times-faster-no-need-to-say-hey-google-all-the-time/story-IMxGmRqwMLYk6mC5iaVlLM.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18660,'Google Map for scientists' by IITians' startup helps spot diseases,"Biotech startup Elucidata has made a cloud-based data analytics platform 'Polly' to help reduce time to find life-saving drugs. ""We're a Google Map for scientists to help them detect diseases,"" IIT Delhi alumnus and Co-founder Swetabh Pathak said, adding, ""[We] help reduce drug discovery timeline by a month...sometimes more"". Pathak co-founded Elucidata along with IIT Bombay alumnus Abhishek Jha.",YourStory,https://yourstory.com/2019/05/iit-alumni-healthtech-startup-elucidata-data-science?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18661,Uber rival Lyft posts $1.14 billion loss in Q1 after IPO,"Uber's US rival Lyft has posted net loss of nearly $1.14 billion in its first quarterly financial reports since going public in March. Further, Lyft posted revenue of $776 million, displaying revenue growth compared to $397.2 million in the first quarter of 2018. ""We anticipate 2019 will be our peak loss year"", nearly seven-year-old Lyft's CFO Brian Roberts said.",TechCrunch,https://techcrunch.com/2019/05/07/lyft-lost-1-14b-in-q1-2019-on-776m-in-revenue/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18663,RCom resolution professional asks for 13-month exclusion,"Anil Ambani's Reliance Communications (RCom) has, through the resolution professional, sought 13-month exclusion in its insolvency process. The professional sought exclusion from April 30, 2018 to May 30, 2019 as the initial proceedings were stayed by the NCLAT and Supreme Court. The IBC allows 270 days to complete resolution, which has already passed for RCom if the exclusion isn't granted.",Livemint,https://www.livemint.com/companies/news/nclt-begins-bankruptcy-process-for-anil-ambani-s-rcom-1557241557095.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18664,OnePlus 7 Pro set to launch with Android Q beta,"OnePlus has announced that OnePlus 6/6T users are eligible to download the latest Android Q beta release starting today while it will be available for OnePlus 7 Pro on May 14. Notably, Android Q Beta will allow users to experience the latest technologies, including the new gesture-based navigation, Dark Theme and privacy enhancements which contribute to a burden-less experience.",timesnownews.com,https://www.timesnownews.com/technology-science/article/oneplus-7-pro-set-to-launch-with-android-q-beta-oneplus-6-6t-users-can-now-download-the-new-android-update/414794?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18665,Cockroach Challenge in which people put cockroach on face goes viral,"'Cockroach Challenge' that dares people to post a selfie on social media with a cockroach on their face has gone viral. According to reports, the challenge was started by a Myanmar teenager and has spread to other countries including the Philippines and Indonesia. Some participants put multiple cockroaches on their face and some even put it in their mouth.",Hindustan Times,https://www.hindustantimes.com/it-s-viral/cockroach-challenge-is-a-thing-and-involves-putting-one-on-your-face/story-erdnC1ql6QMSk7hqbbUZZN.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18666,It takes a village: Robert shares pic of entire Avengers cast & crew,"Hollywood actor Robert Downey Jr on Wednesday took to Instagram to share a picture of the entire cast and crew of 'Avengers: Infinity War' and 'Avengers: Endgame'. ""Infinity war / Endgame cast and crew fully assembled... #TeamStark #thankyou Where's #waldo? It takes a village,"" he wrote. Robert can be seen posing with a doll representing the character 'Rocket Raccoon'.",Instagram,https://www.instagram.com/p/BxLboaNAYJO/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18667,"Knocked chairs, got stepped on: Lilly on meeting Deepika at Met Gala","YouTuber Lilly Singh took to social media to share a picture with Deepika Padukone from the 2019 Met Gala. ""Knocked over 6 chairs with my dress, got stepped on by 16 people and got a cramp...to find my sister [Deepika] and give her a hug,"" Lilly wrote. While Lilly wore a Moschino gown, Deepika sported a dress by Zac Posen.",Times Now,https://www.timesnownews.com/entertainment/news/people/article/knocked-over-6-chairs-got-stepped-on-by-16-people-how-lilly-singh-got-to-meet-deepika-padukone/414802?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18668,Anupam Kher walks out of shop as man asks about BJP's work in 5 yrs,"Anupam Kher, while campaigning for his wife and Chandigarh BJP candidate Kirron Kher walked out of a shop when the shopkeeper showed him BJP's 2014 manifesto. ""How many promises has BJP fulfilled in last 5 years?"" the shopkeeper asked. Meanwhile, Anupam tweeted the act was planned by the Opposition and he walked out on seeing a person shoot a video.",Twitter,https://twitter.com/AnupamPKher/status/1126053653708660736?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18670,"Police seen wearing saffron scarves at Congress rally, DIG denies","Some police personnel at Congress candidate Digvijaya Singh's roadshow in Madhya Pradesh's Bhopal were seen wearing saffron scarves on Wednesday. A policewoman said, ""We've been made to wear this."" However, Bhopal's DIG said, ""We and the organisers of the event enrolled volunteers and we've no say in as to what volunteers wear. No police personnel wore scarves of any colour.""",India.com,https://www.india.com/lok-sabha-elections-2019-india/cops-caught-wearing-saffron-scarves-at-digvijaya-singhs-rally-in-bhopal-3652824/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18671,Cong MLC posts letter in blood by Amethi man over PM's Rajiv remark,Congress MLC Deepak Singh shared a letter written in blood by a man from Amethi asking EC to direct PM Narendra Modi to stop insulting ex-PM Rajiv Gandhi. He wrote Amethi citizens feel the same way about people who insult Gandhi as they feel about his killers. He added he wrote after elections so his letter had no political overtones.,The Quint,https://www.thequint.com/news/hot-news/amethi-youth-writes-letter-in-blood-to-ec?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18672,Qantas operates world's first zero-waste flight,"Australia's Qantas Airways on Wednesday made the first-ever commercial flight from Sydney to Adelaide that produced no landfill waste. The flight would produce 34 kilograms of waste that will be disposed off via compost, reuse or recycling, Qantas said, adding it produces waste equivalent to 80 fully-laden Boeing 747 jumbo jets, in the process of flying 50 million passengers annually.",Qantas,https://www.qantasnewsroom.com.au/media-releases/qantas-operates-worlds-first-zero-waste-flight/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18673,Im not English gentleman: Minister who knocked off officers phone,"A day after a video showing him knocking a phone from a government officer's hand went viral, Goa Deputy Chief Minister Vijai Sardesai said, ""I am not an English gentleman like that. I am an aggressive person."" Sardesai, who has apologised for the incident, added, ""He is a good officer, he has done good revenue recovery. He knows my habit.""",The Quint,https://www.thequint.com/news/hot-news/not-an-english-gentleman-goa-dy-cm-after-viral-video?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18676,"Prince Harry, Meghan Markle make 1st appearance with newborn son","UK's Prince Harry and his wife Meghan Markle on Wednesday made the first public appearance with their newborn son. ""It's magic, it's pretty amazing. I have the two best guys in the world so I'm really happy,"" Meghan said. The newborn, whose name has not yet been revealed, is seventh in line to the throne.",Reuters,https://in.reuters.com/article/britain-royals-baby/its-magic-prince-harry-and-meghan-show-baby-son-to-the-world-idINKCN1SE1FY?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18677,"Tata Steel says US, China have two days left to make trade deal","Tata Steel Europe has said demand will fall if the US-China trade war ""doesnt get sorted out by the day after tomorrow"". US President Donald Trump said tariffs on $200 billion of Chinese goods would increase on Friday to 25% from 10%. The US and China will hold a critical round of trade talks in Washington on Thursday and Friday.",Bloomberg Quint,https://www.bloombergquint.com/business/steel-giant-flags-risks-if-trade-deal-doesn-t-get-sorted-out?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18678,Ajay is one of the most bankable actors in Bollywood: Tabu,"Praising Ajay Devgn for his commitment towards his craft as an actor, actress Tabu said, ""[H]e's one of the most bankable and finest actors in this industry."" ""He has...a brilliant career graph...he's not only a great actor but also an amazing director and producer,"" she added. Ajay and Tabu have worked together in several films, including 'Vijaypath' and 'Drishyam'.",The Siasat Daily,https://www.siasat.com/news/ajay-devgn-one-most-bankable-actors-tabu-1494806/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18679,"Was told I'm so tall, men will look shorter than me in films: Aahana","Speaking about facing criticism in Bollywood, actress Aahana Kumra said, ""I was told all the time that I'm so tall, all the men will look shorter in front of me."" ""I still get comments like 'you don't look conventional'. You get to hear that everyday,"" she added. Aahana further said she usually has limited choice when it comes to scripts.",PTI,https://repository.inshorts.com/articles/en/PTI/8de29160-adb3-440e-acfc-342591affa67?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18680,Priyanka wasting time by campaigning against AAP: Kejriwal,"Stating that Congress' Priyanka Gandhi Vadra has been conducting rallies in Delhi against AAP and in UP against BSP-SP, Delhi Chief Minister Arvind Kejriwal said, ""She is wasting her time, why doesn't she campaign in Rajasthan and Madhya Pradesh?"" Kejriwal added, ""Both the brother and sister are not going to those places where there is a direct fight with BJP.""",Hindustan Times,https://www.hindustantimes.com/lok-sabha-elections/lok-sabha-elections-2019-live-updates-pm-modi-rallies-in-haryana-delhi-rahul-gandhi-rally-priyanka-gandhi-road-show/story-hT04pa4yL5XR0Tc4enwMJI.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18681,Congress' Sanjay Nirupam calls PM Modi 'modern-day Aurangzeb',"Congress leader Sanjay Nirupam has called PM Narendra Modi a ""modern-day Aurangzeb"" and claimed hundreds of temples have been destroyed in Varanasi. Nirupam added, ""He has succeeded in destroying those temples which the people of Banaras defended even during the peak of Aurangzeb's cruel regime...The irony is Narendra Modi talks about protecting Hindu beliefs and rights and breaks temples.""",ANI,https://www.aninews.in/news/national/politics/pm-modi-the-modern-day-aurangzeb-destroyed-hundreds-of-temples-in-varanasi-sanjay-nirupam20190508101814/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18682,Google Lens now lets people split bills using phone camera,"Google has added a new feature to its image recognition software Google Lens to split bills by pointing the phone's camera at the receipts. The feature, which uses an in-camera calculator, also lets users calculate tips. Further, Google has added another feature to Lens that automatically highlights the most popular dishes at a restaurant when pointed at its menu.",TechCrunch,https://techcrunch.com/2019/05/07/snap-a-photo-of-a-menu-and-google-lens-can-tell-you-what-to-order/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18683,WhatsApp to end support for all Windows phones after December 31,"Facebook-owned messaging platform WhatsApp has announced it is ending support for all versions of Windows Phone operating system after December 31. Facebook had previously ended support for its main app, Messenger and Instagram on April 30 for Windows phones. The move had come over Microsoft's announcement to end support for all versions of its Windows Phone in December 2019.",Hindustan Times,https://www.hindustantimes.com/tech/whatsapp-to-end-support-for-windows-phone-based-smartphones/story-TKiyptxIjsrp5b21KenImM.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18684,"PUBG fails China approval, Tencent launches 'patriotic' alternative","Chinese gaming giant Tencent has ended the test version of PUBG in China after it failed to get approved. Tencent has launched a ""patriotic"" PUBG alternative, an anti-terrorism-themed game titled 'Heping Jingying' (Elite Force for Peace). PUBG Mobile, licensed from South Korean developer Krafton, failed to get China approval likely due to politics over its South Korean IP, reports said.",Reuters,https://www.reuters.com/article/us-tencent-games/tencent-pulls-blockbuster-game-pubg-in-china-as-regulatory-approval-proves-elusive-idUSKCN1SE0CT?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18685,Gaming startup MPL buys Pune startup in first acquisition,"Mobile e-sports platform Mobile Premier League (MPL) has acquired Pune-based Crevise Technologies, which provides technology consultation, for an undisclosed sum, marking its first acquisition. Crevise's founders Mukta Aphale and Atul Aphale will lead the 10-member MPL team from Pune. Bengaluru-based MPL was founded by IIT Kanpur alumnus Sai Srinivas Kiran G and BITS Pilani alumnus Shubh Malhotra.",YourStory,https://yourstory.com/2019/05/startup-mobile-premier-league-crevise-technologies?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18687,Over 40 booked for assaulting Bhima Koregaon accused Milind,"Over 40 people have been booked for allegedly assaulting Milind Ekbote, an accused in the Bhima Koregaon violence case, in Pune district. Police said, ""The accused are members of a Gau raksha organisation which Ekbote's also a part of."" Ekbote had filed a complaint of corruption against a gaushala run by an accused, following which the incident occurred.",ANI,https://www.aninews.in/news/national/general-news/fir-filed-against-50-people-for-assaulting-milind-ekbote-in-pune20190508140359/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18688,"Terrorist hideout busted in J&K, arms and ammunition seized","Following inputs about the presence of terrorists, a joint team of the Indian Army and Jammu and Kashmir police launched a search operation and busted a terrorist hideout in a village in Ganderbal district on Wednesday. Two wireless walkie-talkie sets and ammunition, including AK-47 rifles, eight detonators and two grenade pins, were recovered from the site.",ANI,https://www.aninews.in/news/national/general-news/jammu-and-kashmir-terrorist-hideout-busted-in-ganderbal20190508135159/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18689,Tata Global Beverages appoints Shikha Sharma as director,"Kolkata-based Tata Global Beverages on Wednesday announced the appointment of former Axis Bank MD and CEO Shikha Sharma as an additional and independent director on its board. Sharma, who had earlier headed ICICI Prudential Life Insurance, retired from Axis Bank in December 2018. She has been appointed for a period of five years.",Livemint,https://www.livemint.com/companies/people/tata-global-beverages-appoints-shikha-sharma-bharat-puri-as-directors-1557303774751.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18691,Driver's daughter Neha Verma tops PSEB Class 10 exam with 99.54%,"Punjab School Education Board on Wednesday declared the results for Class 10 board exams, with as many as 85.56% students passing the exam. Ludhiana's Neha Verma, whose father is a driver and mother a homemaker, topped the exam with 99.54%. As many as three girls shared the second spot with 99.23%, while seven students came jointly third with 99.08%.",The Quint,https://www.thequint.com/news/education/punjab-board-class-10-results-today?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18692,Nobody asked why I left industry: Sameera on B'wood ignoring her,"Actress Sameera Reddy, while speaking about being ignored by Bollywood after she disappeared from the limelight following her pregnancy, said, ""Nobody asked me why I left the film industry and what has happened to me."" ""Everyone vanished, nobody was there. But it's fine as our industry is such and I think even I moved away from them,"" she added.",Hindustan Times,https://www.hindustantimes.com/bollywood/sameera-reddy-says-bollywood-shunned-her-everyone-vanished-no-one-was-there/story-UEegq7mUOpn6pBQZklENAJ.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18693,"SC rejects Cong plea against clean chits to PM Modi, Amit Shah by EC","The Supreme Court disposed of the petition by Congress MP Sushmita Dev, which sought action against the Election Commission's clean chit to PM Narendra Modi and BJP President Amit Shah for allegedly violating the Model Code of Conduct. Adding that Dev can file a fresh petition, the court said, ""Rightly or wrongly, decision has been made. Challenge it in court.""",The New Indian Express,http://www.newindianexpress.com/nation/2019/may/08/sc-refuses-to-hear-congress-mps-plea-seeking-action-against-modi-shah-for-poll-code-violations-1974230.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18696,Google to add Incognito mode to Search and Maps for privacy,"Google CEO Sundar Pichai on Tuesday announced its Chrome browser-famed Incognito mode would be expanded to Maps and Search this year. However, Incognito mode for Maps would not disable location tracking but that activity will not be linked to the user's profile and will not affect future searches. Google recently announced support for auto-deleting location history.",Engadget,https://www.engadget.com/2019/05/07/google-incognito-maps-search-chrome/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18697,"16-yr-old escapes after held captive, raped for 51 days by 3 men","A 16-year-old girl managed to escape from a place in Noida, where she was allegedly held captive and repeatedly raped by three youths for a period of 51 days. She identified two of the accused as her neighbours. The girl was kidnapped on March 2 and her family claimed that after her return, police initially refused to lodge the complaint.",India.com,https://www.india.com/news/india/noida-shocker-held-captive-and-raped-by-three-youths-for-51-days-16-year-old-girl-escapes-3652587/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18699,IAF plane overshoots runway at Mumbai airport; many flights delayed,"An Indian Air Force transport aircraft, AN-32, overran the runway while leaving from the Mumbai airport to the Yelahanka Air Force Station near Bengaluru. While no injuries have been reported in the incident, it, however, caused a delay in many flights by around half an hour. ""A recovery team has arrived...the aircraft will be cleared shortly,"" an official said.",Hindustan Times,https://www.hindustantimes.com/mumbai-news/iaf-plane-overshoots-runway-at-mumbai-airport-no-injuries/story-RzjYNlXB1xRCkMlfyoleTI.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18701,Man refuses security check and flees twice from B'luru metro station,"Bengaluru Police are in search of a suspicious man who refused to be frisked at Kempegowda Metro Station for regular security check on Monday and fled. The man tried to enter the station from another entrance but failed and fled again. He had also offered money to a station housekeeping staffer for a ""job"".",The News Minute,https://www.thenewsminute.com/article/man-refuses-security-check-bengaluru-metro-station-and-flees-triggers-alarm-101404?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18702,"Dressed as policemen, Maoists shoot jeweller & daughter in Bihar","Jeweller Raju Shah and his 20-year-old daughter were shot at by Maoists dressed as policemen in Jamui, Bihar on Tuesday. Their relative said, ""Around 100-150 Naxals surrounded Raju's home while 15-20 Naxals came inside and started looting valuables. When Raju protested against this, Naxals shot at them."" The two are injured and are undergoing treatment in a hospital.",ANI,https://www.aninews.in/news/national/general-news/jeweller-his-daughter-shot-at-by-naxals-in-bihars-jamui20190508014924/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18703,Super proud of my boy who got 60% in Class 10: Mom's post goes viral,"A Facebook post by a mother celebrating her son's 60% in CBSE Class 10 boards has gone viral. ""Super proud of my boy who scored...60% in Class 10. Yes it isn't a 90, but that doesn't change how I feel,"" she wrote. ""Chart your own course in big, wide ocean...And keep your innate goodness, curiosity and wisdom alive,"" she added.",The Quint,https://www.thequint.com/news/education/mother-facebook-post-on-son-score-in-class-10-board-exams-goes-viral?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18705,Complainant in CJI sexual harassment case gave 30 proofs: Bhushan,"Supreme Court lawyer Prashant Bhushan said the woman who accused Chief Justice Ranjan Gogoi of sexual harassment ""is very dejected"" as she gave a very detailed complaint backed by at least 30 pieces of documentary evidence. ""It's rather strange the committee could arrive at a conclusion so quickly without examining various witnesses, without going through all the evidence,"" he added.",The Quint,https://www.thequint.com/news/india/complainant-dejected-gave-30-pieces-of-evidence-prashant-bhushan-on-cji-case?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18706,Iran partially withdraws from nuclear deal a year after US' exit,"Iranian President Hassan Rouhani has announced that the country will stop complying with two of its commitments under the 2015 nuclear deal, a year after the US quit the pact. Iran would begin to build up its stockpiles of low enriched uranium and of heavy water. Rouhani gave the remaining signatories 60 days to meet their commitments to the deal.",Reuters,https://in.reuters.com/article/usa-iran-rouhani/iran-rolls-back-part-of-nuclear-pact-france-issues-warning-idINKCN1SE0KN?il=0&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18707,Pak Christian woman cleared of blasphemy leaves country for Canada,"Asia Bibi, the Pakistani Christian woman acquitted of blasphemy, has left the country for Canada, her lawyer said on Wednesday. Bibi's acquittal last year had sparked protests across Pakistan by hardline Islamists who had called for her execution. She had been in protective custody in Pakistan since she was released from prison.",The Guardian,https://www.theguardian.com/world/2019/may/08/asia-bibi-arrives-in-canada-after-leaving-pakistan?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18710,Hamdard Pakistan offers to help after Rooh Afza shortage in India,"Following reports of Rooh Afza shortage during Ramzan in India, Hamdard Pakistan has offered to supply the drink through Wagah border ""if permitted by Indian government"". Hamdard India said a shortage of herbal ingredients led to production slowdown. Unani practitioner Hakeem Hafiz Abdul Majeed founded Hamdard India, while the Pakistani one was started by his son who migrated after partition.",The Print,https://theprint.in/india/pakistani-hamdard-offers-to-help-overcome-indias-roohafza-shortage-during-ramzan/232457/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18711,So much to learn from him: Tiger on working with Hrithik,"While speaking about working with Hrithik Roshan in their upcoming action film, Tiger Shroff said, ""There's so much to take back from that man."" ""Working with Hrithik...has been a gratifying experience. I've gotten to know so much about the craft and also so much about him,"" he added. Directed by Siddharth Anand, their forthcoming film will also feature Vaani Kapoor.",Pinkvilla,https://www.pinkvilla.com/entertainment/news/tiger-shroff-working-hrithik-roshan-there-so-much-take-back-man-449795?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18712,Vidya confirmed to star in mathematician Shakuntala Devi's biopic,"Vidya Balan confirmed that she will be starring in the upcoming biopic based on late mathematician Shakuntala Devi, who was also known as the 'human computer'. ""[I'm] thrilled to bring to life the true story of...a small-town...girl, who took the world by storm,"" Vidya wrote on Twitter. Scheduled to release in 2020, the film is being directed by Anu Menon.",Bollywood Hungama,https://www.bollywoodhungama.com/news/bollywood/confirmed-vidya-balan-star-shakuntala-devi-biopic/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18713,Why get married when I'm bald now? Jokes Arjun on wedding rumours,"Denying rumours of his marriage with Malaika Arora, Arjun Kapoor jokingly said, ""[A]s an actor, why would I want to get married when I'm sporting a bald look?"" ""There would be pictures of it everywhere!"" he added. Arjun, who shaved his head for his upcoming historical-drama film 'Panipat', further said that his personal life should be respected by the public.",Times Now,https://www.timesnownews.com/entertainment/news/people/article/i-think-my-personal-life-deserves-respect-arjun-kapoor-on-rumours-of-wedding-with-malaika-arora/414729?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18715,"Cong is a cry baby: Jaitley says MCC, free speech must co-exist","Claiming political parties have developed a tendency to accuse their opponents of violating the Model Code of Conduct, Finance Minister Arun Jaitley on Tuesday tweeted, ""In the ongoing Lok Sabha elections, the Congress Party as the 'Cry Baby' of this election, is leading the pack."" He added, ""The MCC and the Right to Free Speech have to co-exist.""",ANI,https://www.aninews.in/news/national/politics/jaitley-calls-congress-cry-baby-says-tendency-developed-to-allege-mcc-violation-by-their-opponents20190507203446/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18717,Rohit Bal showcases Indian heritage at Blenders Pride Fashion Tour,"As the theme for 2019 Blenders Pride fashion Tour was to delve into the idea of 'Pride' through one's choice, style and legacy, designer Rohit Bal showcased his 'Gul-Dastah' collection as a celebration of India's rich culture and heritage. His creations were successfully brought to life by Diana Penty & Siddharth Malhotra who donned his collection as showstoppers.",YouTube,https://inshorts.com/safe_redirect?url=https%3A%2F%2Fbs.serving-sys.com%2Fserving%2FadServer.bs%3Fcn%3Dtrd%26mc%3Dclick%26pli%3D28283072%26PluID%3D0%26ord%3D%5Btimestamp%5Dinshorts_open_externally=true
18718,Great Learning offers Data Science Program for beginners,Great Learning's PG Program in Data Science & Engineering is designed for professionals with less than 3 years of experience to launch their careers. The full-time classroom program has curriculum designed by industry experts and trains learners through real-world projects. PGP-DSE learners have received a 65% average salary hike through exclusive placement drives with 100+ hiring partner companies.,greatlearning.in,https://www.greatlearning.in/great-lakes-pgp-data-science-full-time?utm_source=inshorts&utm_medium=may1&utm_campaign=dseft
18719,Rahul gives unconditional apology for 'SC said Chowkidar chor' jibe,"Congress President Rahul Gandhi has tendered an unconditional apology in a fresh affidavit to the Supreme Court for attributing 'Chowkidar chor hai' remark to the apex court, in connection with the Rafale case. This comes after the court pulled up Rahul for only expressing ""regret"" and not apologising in the 22-page affidavit submitted by him earlier in the contempt case.",Times Now,https://www.timesnownews.com/india/article/rahul-gandhi-tenders-unconditional-apology-for-attributing-chowkidar-chor-hai-remark-to-apex-court/414787?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18720,Oh my God: Brad as photographer asks if he's dating ex-wife Jennifer,"A video shows Hollywood actor Brad Pitt saying 'Oh my God' after a photographer asks if he's getting back with ex-wife Jennifer Aniston. ""I got to ask you, everyone wants to know,"" the photographer can be heard saying. Brad divorced Jennifer in 2005, after which he started dating Angelina Jolie, with whom he was married to from 2014 to 2016.",Hindustan Times,https://www.hindustantimes.com/hollywood/brad-pitt-breaks-silence-on-jennifer-aniston-dating-rumours/story-gSoNxA4934fQ27Vw4gFhhO.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18721,Karan told me a girl was harassing him: Friend on rape allegations,"Sonali Singh, a friend of actor Karan Oberoi who was arrested on Monday for allegedly raping a female astrologer, has said Karan told her in 2018 that a girl was harassing him. ""I don't know her...All I know is...she was forcing him to marry her,"" Sonali added. ""Karan cannot commit this crime. I know him...since a long time,"" said Sonali.",Times Now,https://www.timesnownews.com/videos/zoom/telly-talk/sonali-singh-claims-karan-oberoi-as-innocent-in-the-recent-allegations-against-him-exclusive/30875?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
